scenario,replicate,semester,cumulative_k
Medium lecture,186,1,1.802
Medium lecture,186,2,3.656
Medium lecture,186,3,5.44
Medium lecture,187,1,1.818
Medium lecture,187,2,3.613
Medium lecture,187,3,5.461
Medium lecture,188,1,1.897
Medium lecture,188,2,3.738
Medium lecture,188,3,5.601
Medium lecture,189,1,1.799
Medium lecture,189,2,3.615
Medium lecture,189,3,5.464
Medium lecture,190,1,1.836
Medium lecture,190,2,3.623
Medium lecture,190,3,5.464
Medium lecture,191,1,1.805
Medium lecture,191,2,3.637
Medium lecture,191,3,5.469
Medium lecture,192,1,1.887
Medium lecture,192,2,3.686
Medium lecture,192,3,5.566
Medium lecture,193,1,1.774
Medium lecture,193,2,3.636
Medium lecture,193,3,5.39
Medium lecture,194,1,1.818
Medium lecture,194,2,3.594
Medium lecture,194,3,5.457
Medium lecture,195,1,1.801
Medium lecture,195,2,3.616
Medium lecture,195,3,5.456
Medium lecture,196,1,1.885
Medium lecture,196,2,3.682
Medium lecture,196,3,5.458
Medium lecture,197,1,1.861
Medium lecture,197,2,3.64
Medium lecture,197,3,5.435
Medium lecture,198,1,1.787
Medium lecture,198,2,3.535
Medium lecture,198,3,5.384
Medium lecture,199,1,1.772
Medium lecture,199,2,3.547
Medium lecture,199,3,5.341
Medium lecture,200,1,1.827
Medium lecture,200,2,3.615
Medium lecture,200,3,5.493
Medium lecture,201,1,1.758
Medium lecture,201,2,3.501
Medium lecture,201,3,5.379
Medium lecture,202,1,1.758
Medium lecture,202,2,3.586
Medium lecture,202,3,5.348
Medium lecture,203,1,1.782
Medium lecture,203,2,3.617
Medium lecture,203,3,5.408
Medium lecture,204,1,1.775
Medium lecture,204,2,3.615
Medium lecture,204,3,5.547
Medium lecture,205,1,1.868
Medium lecture,205,2,3.716
Medium lecture,205,3,5.605
Medium lecture,206,1,1.791
Medium lecture,206,2,3.619
Medium lecture,206,3,5.395
Medium lecture,207,1,1.864
Medium lecture,207,2,3.698
Medium lecture,207,3,5.429
Medium lecture,208,1,1.79
Medium lecture,208,2,3.509
Medium lecture,208,3,5.336
Medium lecture,209,1,1.838
Medium lecture,209,2,3.653
Medium lecture,209,3,5.538
Medium lecture,210,1,1.831
Medium lecture,210,2,3.649
Medium lecture,210,3,5.509
Medium lecture,211,1,1.82
Medium lecture,211,2,3.606
Medium lecture,211,3,5.353
Medium lecture,212,1,1.787
Medium lecture,212,2,3.506
Medium lecture,212,3,5.385
Medium lecture,213,1,1.806
Medium lecture,213,2,3.673
Medium lecture,213,3,5.508
Medium lecture,214,1,1.824
Medium lecture,214,2,3.622
Medium lecture,214,3,5.502
Medium lecture,215,1,1.843
Medium lecture,215,2,3.611
Medium lecture,215,3,5.411
Medium lecture,216,1,1.816
Medium lecture,216,2,3.598
Medium lecture,216,3,5.475
Medium lecture,217,1,1.874
Medium lecture,217,2,3.738
Medium lecture,217,3,5.626
Medium lecture,218,1,1.78
Medium lecture,218,2,3.631
Medium lecture,218,3,5.455
Medium lecture,219,1,1.877
Medium lecture,219,2,3.672
Medium lecture,219,3,5.503
Medium lecture,220,1,1.733
Medium lecture,220,2,3.581
Medium lecture,220,3,5.391
Medium lecture,221,1,1.858
Medium lecture,221,2,3.775
Medium lecture,221,3,5.548
Medium lecture,222,1,1.802
Medium lecture,222,2,3.629
Medium lecture,222,3,5.473
Medium lecture,223,1,1.883
Medium lecture,223,2,3.713
Medium lecture,223,3,5.534
Medium lecture,224,1,1.793
Medium lecture,224,2,3.634
Medium lecture,224,3,5.507
Medium lecture,225,1,1.838
Medium lecture,225,2,3.776
Medium lecture,225,3,5.63
Medium lecture,226,1,1.786
Medium lecture,226,2,3.618
Medium lecture,226,3,5.397
Medium lecture,227,1,1.821
Medium lecture,227,2,3.624
Medium lecture,227,3,5.435
Medium lecture,228,1,1.824
Medium lecture,228,2,3.669
Medium lecture,228,3,5.494
Medium lecture,229,1,1.848
Medium lecture,229,2,3.66
Medium lecture,229,3,5.487
Medium lecture,230,1,1.889
Medium lecture,230,2,3.667
Medium lecture,230,3,5.549
Medium lecture,231,1,1.772
Medium lecture,231,2,3.555
Medium lecture,231,3,5.354
Medium lecture,232,1,1.788
Medium lecture,232,2,3.609
Medium lecture,232,3,5.5
Medium lecture,233,1,1.805
Medium lecture,233,2,3.618
Medium lecture,233,3,5.44
Medium lecture,234,1,1.795
Medium lecture,234,2,3.685
Medium lecture,234,3,5.607
Medium lecture,235,1,1.831
Medium lecture,235,2,3.655
Medium lecture,235,3,5.531
Medium lecture,236,1,1.844
Medium lecture,236,2,3.681
Medium lecture,236,3,5.457
Medium lecture,237,1,1.748
Medium lecture,237,2,3.563
Medium lecture,237,3,5.411
Medium lecture,238,1,1.849
Medium lecture,238,2,3.727
Medium lecture,238,3,5.475
Medium lecture,239,1,1.842
Medium lecture,239,2,3.696
Medium lecture,239,3,5.43
Medium lecture,240,1,1.782
Medium lecture,240,2,3.71
Medium lecture,240,3,5.489
Medium lecture,241,1,1.836
Medium lecture,241,2,3.639
Medium lecture,241,3,5.539
Medium lecture,242,1,1.72
Medium lecture,242,2,3.52
Medium lecture,242,3,5.223
Medium lecture,243,1,1.855
Medium lecture,243,2,3.661
Medium lecture,243,3,5.528
Medium lecture,244,1,1.826
Medium lecture,244,2,3.647
Medium lecture,244,3,5.525
Medium lecture,245,1,1.822
Medium lecture,245,2,3.669
Medium lecture,245,3,5.489
Medium lecture,246,1,1.833
Medium lecture,246,2,3.68
Medium lecture,246,3,5.549
Medium lecture,247,1,1.72
Medium lecture,247,2,3.595
Medium lecture,247,3,5.32
Medium lecture,248,1,1.84
Medium lecture,248,2,3.653
Medium lecture,248,3,5.468
Medium lecture,249,1,1.83
Medium lecture,249,2,3.642
Medium lecture,249,3,5.478
Medium lecture,250,1,1.894
Medium lecture,250,2,3.734
Medium lecture,250,3,5.522
Medium lecture,251,1,1.865
Medium lecture,251,2,3.701
Medium lecture,251,3,5.547
Medium lecture,252,1,1.798
Medium lecture,252,2,3.636
Medium lecture,252,3,5.394
Medium lecture,253,1,1.787
Medium lecture,253,2,3.635
Medium lecture,253,3,5.495
Medium lecture,254,1,1.914
Medium lecture,254,2,3.777
Medium lecture,254,3,5.603
Medium lecture,255,1,1.822
Medium lecture,255,2,3.681
Medium lecture,255,3,5.514
Medium lecture,256,1,1.802
Medium lecture,256,2,3.613
Medium lecture,256,3,5.496
Medium lecture,257,1,1.889
Medium lecture,257,2,3.737
Medium lecture,257,3,5.603
Medium lecture,258,1,1.886
Medium lecture,258,2,3.631
Medium lecture,258,3,5.474
Medium lecture,259,1,1.817
Medium lecture,259,2,3.582
Medium lecture,259,3,5.388
Medium lecture,260,1,1.844
Medium lecture,260,2,3.73
Medium lecture,260,3,5.58
Medium lecture,261,1,1.798
Medium lecture,261,2,3.716
Medium lecture,261,3,5.568
Medium lecture,262,1,1.886
Medium lecture,262,2,3.741
Medium lecture,262,3,5.582
Medium lecture,263,1,1.84
Medium lecture,263,2,3.596
Medium lecture,263,3,5.435
Medium lecture,264,1,1.846
Medium lecture,264,2,3.641
Medium lecture,264,3,5.476
Medium lecture,265,1,1.801
Medium lecture,265,2,3.638
Medium lecture,265,3,5.59
Medium lecture,266,1,1.821
Medium lecture,266,2,3.603
Medium lecture,266,3,5.41
Medium lecture,267,1,1.793
Medium lecture,267,2,3.661
Medium lecture,267,3,5.492
Medium lecture,268,1,1.791
Medium lecture,268,2,3.65
Medium lecture,268,3,5.522
Medium lecture,269,1,1.798
Medium lecture,269,2,3.624
Medium lecture,269,3,5.395
Medium lecture,270,1,1.804
Medium lecture,270,2,3.535
Medium lecture,270,3,5.32
Medium lecture,271,1,1.759
Medium lecture,271,2,3.647
Medium lecture,271,3,5.439
Medium lecture,272,1,1.865
Medium lecture,272,2,3.754
Medium lecture,272,3,5.554
Medium lecture,273,1,1.846
Medium lecture,273,2,3.63
Medium lecture,273,3,5.524
Medium lecture,274,1,1.839
Medium lecture,274,2,3.683
Medium lecture,274,3,5.503
Medium lecture,275,1,1.877
Medium lecture,275,2,3.672
Medium lecture,275,3,5.524
Medium lecture,276,1,1.824
Medium lecture,276,2,3.691
Medium lecture,276,3,5.564
Medium lecture,277,1,1.83
Medium lecture,277,2,3.684
Medium lecture,277,3,5.513
Medium lecture,278,1,1.811
Medium lecture,278,2,3.648
Medium lecture,278,3,5.47
Medium lecture,279,1,1.817
Medium lecture,279,2,3.621
Medium lecture,279,3,5.348
Medium lecture,280,1,1.859
Medium lecture,280,2,3.648
Medium lecture,280,3,5.449
Medium lecture,281,1,1.784
Medium lecture,281,2,3.608
Medium lecture,281,3,5.464
Medium lecture,282,1,1.844
Medium lecture,282,2,3.72
Medium lecture,282,3,5.543
Medium lecture,283,1,1.845
Medium lecture,283,2,3.652
Medium lecture,283,3,5.483
Medium lecture,284,1,1.806
Medium lecture,284,2,3.578
Medium lecture,284,3,5.437
Medium lecture,285,1,1.836
Medium lecture,285,2,3.569
Medium lecture,285,3,5.395
Medium lecture,286,1,1.753
Medium lecture,286,2,3.558
Medium lecture,286,3,5.371
Medium lecture,287,1,1.784
Medium lecture,287,2,3.623
Medium lecture,287,3,5.391
Medium lecture,288,1,1.826
Medium lecture,288,2,3.669
Medium lecture,288,3,5.499
Medium lecture,289,1,1.815
Medium lecture,289,2,3.673
Medium lecture,289,3,5.55
Medium lecture,290,1,1.849
Medium lecture,290,2,3.69
Medium lecture,290,3,5.497
Medium lecture,291,1,1.852
Medium lecture,291,2,3.633
Medium lecture,291,3,5.492
Medium lecture,292,1,1.84
Medium lecture,292,2,3.63
Medium lecture,292,3,5.457
Medium lecture,293,1,1.858
Medium lecture,293,2,3.708
Medium lecture,293,3,5.603
Medium lecture,294,1,1.927
Medium lecture,294,2,3.723
Medium lecture,294,3,5.522
Medium lecture,295,1,1.852
Medium lecture,295,2,3.681
Medium lecture,295,3,5.554
Medium lecture,296,1,1.824
Medium lecture,296,2,3.655
Medium lecture,296,3,5.456
Medium lecture,297,1,1.771
Medium lecture,297,2,3.626
Medium lecture,297,3,5.474
Medium lecture,298,1,1.85
Medium lecture,298,2,3.657
Medium lecture,298,3,5.447
Medium lecture,299,1,1.884
Medium lecture,299,2,3.736
Medium lecture,299,3,5.519
Medium lecture,300,1,1.759
Medium lecture,300,2,3.638
Medium lecture,300,3,5.521
Medium lecture,301,1,1.802
Medium lecture,301,2,3.571
Medium lecture,301,3,5.419
Medium lecture,302,1,1.873
Medium lecture,302,2,3.699
Medium lecture,302,3,5.528
Medium lecture,303,1,1.865
Medium lecture,303,2,3.723
Medium lecture,303,3,5.583
Medium lecture,304,1,1.827
Medium lecture,304,2,3.633
Medium lecture,304,3,5.517
Medium lecture,305,1,1.741
Medium lecture,305,2,3.613
Medium lecture,305,3,5.478
Medium lecture,306,1,1.818
Medium lecture,306,2,3.615
Medium lecture,306,3,5.474
Medium lecture,307,1,1.824
Medium lecture,307,2,3.574
Medium lecture,307,3,5.367
Medium lecture,308,1,1.877
Medium lecture,308,2,3.769
Medium lecture,308,3,5.595
Medium lecture,309,1,1.794
Medium lecture,309,2,3.614
Medium lecture,309,3,5.432
Medium lecture,310,1,1.752
Medium lecture,310,2,3.575
Medium lecture,310,3,5.373
Medium lecture,311,1,1.8
Medium lecture,311,2,3.591
Medium lecture,311,3,5.418
Medium lecture,312,1,1.885
Medium lecture,312,2,3.77
Medium lecture,312,3,5.532
Medium lecture,313,1,1.901
Medium lecture,313,2,3.671
Medium lecture,313,3,5.483
Medium lecture,314,1,1.862
Medium lecture,314,2,3.789
Medium lecture,314,3,5.638
Medium lecture,315,1,1.857
Medium lecture,315,2,3.675
Medium lecture,315,3,5.491
Medium lecture,316,1,1.857
Medium lecture,316,2,3.651
Medium lecture,316,3,5.532
Medium lecture,317,1,1.834
Medium lecture,317,2,3.638
Medium lecture,317,3,5.4
Medium lecture,318,1,1.806
Medium lecture,318,2,3.616
Medium lecture,318,3,5.435
Medium lecture,319,1,1.866
Medium lecture,319,2,3.615
Medium lecture,319,3,5.511
Medium lecture,320,1,1.845
Medium lecture,320,2,3.667
Medium lecture,320,3,5.466
Medium lecture,321,1,1.859
Medium lecture,321,2,3.605
Medium lecture,321,3,5.443
Medium lecture,322,1,1.881
Medium lecture,322,2,3.729
Medium lecture,322,3,5.548
Medium lecture,323,1,1.855
Medium lecture,323,2,3.631
Medium lecture,323,3,5.436
Medium lecture,324,1,1.856
Medium lecture,324,2,3.753
Medium lecture,324,3,5.538
Medium lecture,325,1,1.829
Medium lecture,325,2,3.607
Medium lecture,325,3,5.511
Medium lecture,326,1,1.765
Medium lecture,326,2,3.562
Medium lecture,326,3,5.273
Medium lecture,327,1,1.838
Medium lecture,327,2,3.693
Medium lecture,327,3,5.518
Medium lecture,328,1,1.798
Medium lecture,328,2,3.644
Medium lecture,328,3,5.458
Medium lecture,329,1,1.896
Medium lecture,329,2,3.672
Medium lecture,329,3,5.542
Medium lecture,330,1,1.826
Medium lecture,330,2,3.627
Medium lecture,330,3,5.482
Medium lecture,331,1,1.886
Medium lecture,331,2,3.69
Medium lecture,331,3,5.502
Medium lecture,332,1,1.8
Medium lecture,332,2,3.707
Medium lecture,332,3,5.5
Medium lecture,333,1,1.81
Medium lecture,333,2,3.625
Medium lecture,333,3,5.497
Medium lecture,334,1,1.826
Medium lecture,334,2,3.626
Medium lecture,334,3,5.478
Medium lecture,335,1,1.815
Medium lecture,335,2,3.629
Medium lecture,335,3,5.494
Medium lecture,336,1,1.823
Medium lecture,336,2,3.571
Medium lecture,336,3,5.315
Medium lecture,337,1,1.812
Medium lecture,337,2,3.658
Medium lecture,337,3,5.479
Medium lecture,338,1,1.856
Medium lecture,338,2,3.706
Medium lecture,338,3,5.527
Medium lecture,339,1,1.848
Medium lecture,339,2,3.657
Medium lecture,339,3,5.511
Medium lecture,340,1,1.752
Medium lecture,340,2,3.59
Medium lecture,340,3,5.39
Medium lecture,341,1,1.795
Medium lecture,341,2,3.653
Medium lecture,341,3,5.483
Medium lecture,342,1,1.845
Medium lecture,342,2,3.652
Medium lecture,342,3,5.535
Medium lecture,343,1,1.841
Medium lecture,343,2,3.605
Medium lecture,343,3,5.444
Medium lecture,344,1,1.796
Medium lecture,344,2,3.664
Medium lecture,344,3,5.464
Medium lecture,345,1,1.781
Medium lecture,345,2,3.594
Medium lecture,345,3,5.4
Medium lecture,346,1,1.815
Medium lecture,346,2,3.657
Medium lecture,346,3,5.486
Medium lecture,347,1,1.816
Medium lecture,347,2,3.622
Medium lecture,347,3,5.466
Medium lecture,348,1,1.742
Medium lecture,348,2,3.58
Medium lecture,348,3,5.356
Medium lecture,349,1,1.818
Medium lecture,349,2,3.653
Medium lecture,349,3,5.498
Medium lecture,350,1,1.815
Medium lecture,350,2,3.711
Medium lecture,350,3,5.515
Medium lecture,351,1,1.799
Medium lecture,351,2,3.62
Medium lecture,351,3,5.405
Medium lecture,352,1,1.907
Medium lecture,352,2,3.752
Medium lecture,352,3,5.494
Medium lecture,353,1,1.817
Medium lecture,353,2,3.564
Medium lecture,353,3,5.436
Medium lecture,354,1,1.862
Medium lecture,354,2,3.619
Medium lecture,354,3,5.402
Medium lecture,355,1,1.831
Medium lecture,355,2,3.693
Medium lecture,355,3,5.562
Medium lecture,356,1,1.824
Medium lecture,356,2,3.648
Medium lecture,356,3,5.482
Medium lecture,357,1,1.883
Medium lecture,357,2,3.687
Medium lecture,357,3,5.506
Medium lecture,358,1,1.884
Medium lecture,358,2,3.795
Medium lecture,358,3,5.625
Medium lecture,359,1,1.822
Medium lecture,359,2,3.745
Medium lecture,359,3,5.553
Medium lecture,360,1,1.818
Medium lecture,360,2,3.569
Medium lecture,360,3,5.384
Medium lecture,361,1,1.905
Medium lecture,361,2,3.707
Medium lecture,361,3,5.561
Medium lecture,362,1,1.828
Medium lecture,362,2,3.632
Medium lecture,362,3,5.449
Medium lecture,363,1,1.903
Medium lecture,363,2,3.733
Medium lecture,363,3,5.591
Medium lecture,364,1,1.805
Medium lecture,364,2,3.599
Medium lecture,364,3,5.417
Medium lecture,365,1,1.795
Medium lecture,365,2,3.544
Medium lecture,365,3,5.397
Medium lecture,366,1,1.824
Medium lecture,366,2,3.585
Medium lecture,366,3,5.518
Medium lecture,367,1,1.87
Medium lecture,367,2,3.626
Medium lecture,367,3,5.498
Medium lecture,368,1,1.848
Medium lecture,368,2,3.68
Medium lecture,368,3,5.47
Medium lecture,369,1,1.877
Medium lecture,369,2,3.695
Medium lecture,369,3,5.521
Medium lecture,370,1,1.891
Medium lecture,370,2,3.671
Medium lecture,370,3,5.573
Medium lecture,371,1,1.815
Medium lecture,371,2,3.581
Medium lecture,371,3,5.393
Medium lecture,372,1,1.839
Medium lecture,372,2,3.728
Medium lecture,372,3,5.562
Medium lecture,373,1,1.778
Medium lecture,373,2,3.549
Medium lecture,373,3,5.335
Medium lecture,374,1,1.724
Medium lecture,374,2,3.63
Medium lecture,374,3,5.446
Medium lecture,375,1,1.79
Medium lecture,375,2,3.58
Medium lecture,375,3,5.411
Medium lecture,376,1,1.815
Medium lecture,376,2,3.693
Medium lecture,376,3,5.513
Medium lecture,377,1,1.786
Medium lecture,377,2,3.61
Medium lecture,377,3,5.386
Medium lecture,378,1,1.875
Medium lecture,378,2,3.674
Medium lecture,378,3,5.457
Medium lecture,379,1,1.889
Medium lecture,379,2,3.69
Medium lecture,379,3,5.472
Medium lecture,380,1,1.811
Medium lecture,380,2,3.616
Medium lecture,380,3,5.482
Medium lecture,381,1,1.695
Medium lecture,381,2,3.54
Medium lecture,381,3,5.306
Medium lecture,382,1,1.837
Medium lecture,382,2,3.628
Medium lecture,382,3,5.467
Medium lecture,383,1,1.786
Medium lecture,383,2,3.666
Medium lecture,383,3,5.519
Medium lecture,384,1,1.855
Medium lecture,384,2,3.63
Medium lecture,384,3,5.449
Medium lecture,385,1,1.872
Medium lecture,385,2,3.769
Medium lecture,385,3,5.647
Medium lecture,386,1,1.845
Medium lecture,386,2,3.704
Medium lecture,386,3,5.534
Medium lecture,387,1,1.823
Medium lecture,387,2,3.543
Medium lecture,387,3,5.369
Medium lecture,388,1,1.749
Medium lecture,388,2,3.604
Medium lecture,388,3,5.442
Medium lecture,389,1,1.817
Medium lecture,389,2,3.635
Medium lecture,389,3,5.413
Medium lecture,390,1,1.806
Medium lecture,390,2,3.574
Medium lecture,390,3,5.482
Medium lecture,391,1,1.846
Medium lecture,391,2,3.709
Medium lecture,391,3,5.489
Medium lecture,392,1,1.83
Medium lecture,392,2,3.572
Medium lecture,392,3,5.385
Medium lecture,393,1,1.77
Medium lecture,393,2,3.618
Medium lecture,393,3,5.453
Medium lecture,394,1,1.797
Medium lecture,394,2,3.588
Medium lecture,394,3,5.398
Medium lecture,395,1,1.783
Medium lecture,395,2,3.746
Medium lecture,395,3,5.56
Medium lecture,396,1,1.836
Medium lecture,396,2,3.645
Medium lecture,396,3,5.481
Medium lecture,397,1,1.836
Medium lecture,397,2,3.723
Medium lecture,397,3,5.536
Medium lecture,398,1,1.761
Medium lecture,398,2,3.613
Medium lecture,398,3,5.431
Medium lecture,399,1,1.838
Medium lecture,399,2,3.637
Medium lecture,399,3,5.398
Medium lecture,400,1,1.863
Medium lecture,400,2,3.749
Medium lecture,400,3,5.59
Medium lecture,401,1,1.792
Medium lecture,401,2,3.587
Medium lecture,401,3,5.425
Medium lecture,402,1,1.875
Medium lecture,402,2,3.674
Medium lecture,402,3,5.513
Medium lecture,403,1,1.897
Medium lecture,403,2,3.788
Medium lecture,403,3,5.61
Medium lecture,404,1,1.865
Medium lecture,404,2,3.698
Medium lecture,404,3,5.471
Medium lecture,405,1,1.795
Medium lecture,405,2,3.616
Medium lecture,405,3,5.418
Medium lecture,406,1,1.774
Medium lecture,406,2,3.627
Medium lecture,406,3,5.398
Medium lecture,407,1,1.719
Medium lecture,407,2,3.596
Medium lecture,407,3,5.404
Medium lecture,408,1,1.794
Medium lecture,408,2,3.59
Medium lecture,408,3,5.385
Medium lecture,409,1,1.81
Medium lecture,409,2,3.611
Medium lecture,409,3,5.314
Medium lecture,410,1,1.916
Medium lecture,410,2,3.775
Medium lecture,410,3,5.597
Medium lecture,411,1,1.769
Medium lecture,411,2,3.558
Medium lecture,411,3,5.318
Medium lecture,412,1,1.846
Medium lecture,412,2,3.675
Medium lecture,412,3,5.504
Medium lecture,413,1,1.889
Medium lecture,413,2,3.714
Medium lecture,413,3,5.575
Medium lecture,414,1,1.841
Medium lecture,414,2,3.616
Medium lecture,414,3,5.384
Medium lecture,415,1,1.837
Medium lecture,415,2,3.695
Medium lecture,415,3,5.586
Medium lecture,416,1,1.792
Medium lecture,416,2,3.592
Medium lecture,416,3,5.426
Medium lecture,417,1,1.833
Medium lecture,417,2,3.699
Medium lecture,417,3,5.564
Medium lecture,418,1,1.868
Medium lecture,418,2,3.708
Medium lecture,418,3,5.553
Medium lecture,419,1,1.844
Medium lecture,419,2,3.748
Medium lecture,419,3,5.639
Medium lecture,420,1,1.85
Medium lecture,420,2,3.643
Medium lecture,420,3,5.444
Medium lecture,421,1,1.819
Medium lecture,421,2,3.617
Medium lecture,421,3,5.496
Medium lecture,422,1,1.802
Medium lecture,422,2,3.644
Medium lecture,422,3,5.443
Medium lecture,423,1,1.74
Medium lecture,423,2,3.578
Medium lecture,423,3,5.376
Medium lecture,424,1,1.883
Medium lecture,424,2,3.713
Medium lecture,424,3,5.538
Medium lecture,425,1,1.858
Medium lecture,425,2,3.649
Medium lecture,425,3,5.493
Medium lecture,426,1,1.849
Medium lecture,426,2,3.706
Medium lecture,426,3,5.544
Medium lecture,427,1,1.836
Medium lecture,427,2,3.716
Medium lecture,427,3,5.522
Medium lecture,428,1,1.83
Medium lecture,428,2,3.628
Medium lecture,428,3,5.468
Medium lecture,429,1,1.873
Medium lecture,429,2,3.65
Medium lecture,429,3,5.537
Medium lecture,430,1,1.829
Medium lecture,430,2,3.635
Medium lecture,430,3,5.461
Medium lecture,431,1,1.794
Medium lecture,431,2,3.601
Medium lecture,431,3,5.357
Medium lecture,432,1,1.77
Medium lecture,432,2,3.626
Medium lecture,432,3,5.414
Medium lecture,433,1,1.844
Medium lecture,433,2,3.695
Medium lecture,433,3,5.521
Medium lecture,434,1,1.821
Medium lecture,434,2,3.599
Medium lecture,434,3,5.399
Medium lecture,435,1,1.869
Medium lecture,435,2,3.687
Medium lecture,435,3,5.383
Medium lecture,436,1,1.836
Medium lecture,436,2,3.619
Medium lecture,436,3,5.545
Medium lecture,437,1,1.811
Medium lecture,437,2,3.637
Medium lecture,437,3,5.433
Medium lecture,438,1,1.815
Medium lecture,438,2,3.618
Medium lecture,438,3,5.465
Medium lecture,439,1,1.784
Medium lecture,439,2,3.554
Medium lecture,439,3,5.381
Medium lecture,440,1,1.807
Medium lecture,440,2,3.69
Medium lecture,440,3,5.491
Medium lecture,441,1,1.834
Medium lecture,441,2,3.669
Medium lecture,441,3,5.481
Medium lecture,442,1,1.762
Medium lecture,442,2,3.596
Medium lecture,442,3,5.476
Medium lecture,443,1,1.838
Medium lecture,443,2,3.716
Medium lecture,443,3,5.543
Medium lecture,444,1,1.798
Medium lecture,444,2,3.628
Medium lecture,444,3,5.448
Medium lecture,445,1,1.778
Medium lecture,445,2,3.619
Medium lecture,445,3,5.406
Medium lecture,446,1,1.8
Medium lecture,446,2,3.637
Medium lecture,446,3,5.471
Medium lecture,447,1,1.827
Medium lecture,447,2,3.731
Medium lecture,447,3,5.605
Medium lecture,448,1,1.802
Medium lecture,448,2,3.559
Medium lecture,448,3,5.333
Medium lecture,449,1,1.792
Medium lecture,449,2,3.667
Medium lecture,449,3,5.509
Medium lecture,450,1,1.875
Medium lecture,450,2,3.792
Medium lecture,450,3,5.672
Medium lecture,451,1,1.884
Medium lecture,451,2,3.81
Medium lecture,451,3,5.573
Medium lecture,452,1,1.849
Medium lecture,452,2,3.707
Medium lecture,452,3,5.529
Medium lecture,453,1,1.809
Medium lecture,453,2,3.664
Medium lecture,453,3,5.525
Medium lecture,454,1,1.82
Medium lecture,454,2,3.641
Medium lecture,454,3,5.465
Medium lecture,455,1,1.871
Medium lecture,455,2,3.603
Medium lecture,455,3,5.466
Medium lecture,456,1,1.768
Medium lecture,456,2,3.509
Medium lecture,456,3,5.3
Medium lecture,457,1,1.746
Medium lecture,457,2,3.484
Medium lecture,457,3,5.282
Medium lecture,458,1,1.768
Medium lecture,458,2,3.54
Medium lecture,458,3,5.37
Medium lecture,459,1,1.842
Medium lecture,459,2,3.713
Medium lecture,459,3,5.557
Medium lecture,460,1,1.788
Medium lecture,460,2,3.662
Medium lecture,460,3,5.528
Medium lecture,461,1,1.834
Medium lecture,461,2,3.666
Medium lecture,461,3,5.541
Medium lecture,462,1,1.778
Medium lecture,462,2,3.653
Medium lecture,462,3,5.546
Medium lecture,463,1,1.761
Medium lecture,463,2,3.509
Medium lecture,463,3,5.335
Medium lecture,464,1,1.852
Medium lecture,464,2,3.647
Medium lecture,464,3,5.474
Medium lecture,465,1,1.819
Medium lecture,465,2,3.698
Medium lecture,465,3,5.494
Medium lecture,466,1,1.821
Medium lecture,466,2,3.588
Medium lecture,466,3,5.38
Medium lecture,467,1,1.879
Medium lecture,467,2,3.694
Medium lecture,467,3,5.549
Medium lecture,468,1,1.882
Medium lecture,468,2,3.689
Medium lecture,468,3,5.474
Medium lecture,469,1,1.855
Medium lecture,469,2,3.698
Medium lecture,469,3,5.555
Medium lecture,470,1,1.884
Medium lecture,470,2,3.69
Medium lecture,470,3,5.496
Medium lecture,471,1,1.909
Medium lecture,471,2,3.714
Medium lecture,471,3,5.561
Medium lecture,472,1,1.801
Medium lecture,472,2,3.662
Medium lecture,472,3,5.484
Medium lecture,473,1,1.873
Medium lecture,473,2,3.738
Medium lecture,473,3,5.551
Medium lecture,474,1,1.827
Medium lecture,474,2,3.632
Medium lecture,474,3,5.414
Medium lecture,475,1,1.778
Medium lecture,475,2,3.625
Medium lecture,475,3,5.485
Medium lecture,476,1,1.825
Medium lecture,476,2,3.661
Medium lecture,476,3,5.473
Medium lecture,477,1,1.768
Medium lecture,477,2,3.611
Medium lecture,477,3,5.452
Medium lecture,478,1,1.855
Medium lecture,478,2,3.603
Medium lecture,478,3,5.401
Medium lecture,479,1,1.756
Medium lecture,479,2,3.607
Medium lecture,479,3,5.467
Medium lecture,480,1,1.878
Medium lecture,480,2,3.726
Medium lecture,480,3,5.56
Medium lecture,481,1,1.78
Medium lecture,481,2,3.62
Medium lecture,481,3,5.503
Medium lecture,482,1,1.905
Medium lecture,482,2,3.765
Medium lecture,482,3,5.623
Medium lecture,483,1,1.819
Medium lecture,483,2,3.738
Medium lecture,483,3,5.566
Medium lecture,484,1,1.867
Medium lecture,484,2,3.695
Medium lecture,484,3,5.518
Medium lecture,485,1,1.781
Medium lecture,485,2,3.597
Medium lecture,485,3,5.349
Medium lecture,486,1,1.894
Medium lecture,486,2,3.783
Medium lecture,486,3,5.519
Medium lecture,487,1,1.816
Medium lecture,487,2,3.634
Medium lecture,487,3,5.444
Medium lecture,488,1,1.829
Medium lecture,488,2,3.648
Medium lecture,488,3,5.443
Medium lecture,489,1,1.871
Medium lecture,489,2,3.722
Medium lecture,489,3,5.544
Medium lecture,490,1,1.729
Medium lecture,490,2,3.482
Medium lecture,490,3,5.311
Medium lecture,491,1,1.884
Medium lecture,491,2,3.695
Medium lecture,491,3,5.498
Medium lecture,492,1,1.805
Medium lecture,492,2,3.652
Medium lecture,492,3,5.419
Medium lecture,493,1,1.848
Medium lecture,493,2,3.688
Medium lecture,493,3,5.549
Medium lecture,494,1,1.766
Medium lecture,494,2,3.587
Medium lecture,494,3,5.347
Medium lecture,495,1,1.801
Medium lecture,495,2,3.612
Medium lecture,495,3,5.422
Medium lecture,496,1,1.812
Medium lecture,496,2,3.704
