scenario,replicate,semester,cumulative_k
Large lecture,329,2,7.255
Large lecture,329,3,10.797
Large lecture,330,1,3.506
Large lecture,330,2,7.185
Large lecture,330,3,10.656
Large lecture,331,1,3.611
Large lecture,331,2,7.217
Large lecture,331,3,10.834
Large lecture,332,1,3.492
Large lecture,332,2,7.044
Large lecture,332,3,10.648
Large lecture,333,1,3.625
Large lecture,333,2,7.226
Large lecture,333,3,10.801
Large lecture,334,1,3.583
Large lecture,334,2,7.309
Large lecture,334,3,10.921
Large lecture,335,1,3.502
Large lecture,335,2,7.012
Large lecture,335,3,10.584
Large lecture,336,1,3.55
Large lecture,336,2,7.082
Large lecture,336,3,10.628
Large lecture,337,1,3.616
Large lecture,337,2,7.14
Large lecture,337,3,10.894
Large lecture,338,1,3.62
Large lecture,338,2,7.198
Large lecture,338,3,10.897
Large lecture,339,1,3.611
Large lecture,339,2,7.148
Large lecture,339,3,10.761
Large lecture,340,1,3.5
Large lecture,340,2,7.146
Large lecture,340,3,10.778
Large lecture,341,1,3.573
Large lecture,341,2,7.207
Large lecture,341,3,10.878
Large lecture,342,1,3.604
Large lecture,342,2,7.062
Large lecture,342,3,10.628
Large lecture,343,1,3.573
Large lecture,343,2,7.272
Large lecture,343,3,10.876
Large lecture,344,1,3.751
Large lecture,344,2,7.358
Large lecture,344,3,11.023
Large lecture,345,1,3.698
Large lecture,345,2,7.274
Large lecture,345,3,10.803
Large lecture,346,1,3.577
Large lecture,346,2,7.225
Large lecture,346,3,10.834
Large lecture,347,1,3.649
Large lecture,347,2,7.226
Large lecture,347,3,10.846
Large lecture,348,1,3.596
Large lecture,348,2,7.201
Large lecture,348,3,10.792
Large lecture,349,1,3.646
Large lecture,349,2,7.221
Large lecture,349,3,10.766
Large lecture,350,1,3.536
Large lecture,350,2,7.11
Large lecture,350,3,10.678
Large lecture,351,1,3.457
Large lecture,351,2,7.151
Large lecture,351,3,10.608
Large lecture,352,1,3.546
Large lecture,352,2,7.143
Large lecture,352,3,10.649
Large lecture,353,1,3.517
Large lecture,353,2,7.129
Large lecture,353,3,10.762
Large lecture,354,1,3.617
Large lecture,354,2,7.328
Large lecture,354,3,10.961
Large lecture,355,1,3.595
Large lecture,355,2,7.304
Large lecture,355,3,10.962
Large lecture,356,1,3.475
Large lecture,356,2,7.163
Large lecture,356,3,10.744
Large lecture,357,1,3.595
Large lecture,357,2,7.178
Large lecture,357,3,10.683
Large lecture,358,1,3.608
Large lecture,358,2,7.249
Large lecture,358,3,10.816
Large lecture,359,1,3.542
Large lecture,359,2,7.13
Large lecture,359,3,10.748
Large lecture,360,1,3.606
Large lecture,360,2,7.178
Large lecture,360,3,10.813
Large lecture,361,1,3.662
Large lecture,361,2,7.261
Large lecture,361,3,10.902
Large lecture,362,1,3.602
Large lecture,362,2,7.103
Large lecture,362,3,10.64
Large lecture,363,1,3.498
Large lecture,363,2,7.049
Large lecture,363,3,10.668
Large lecture,364,1,3.559
Large lecture,364,2,7.22
Large lecture,364,3,10.789
Large lecture,365,1,3.587
Large lecture,365,2,7.107
Large lecture,365,3,10.631
Large lecture,366,1,3.549
Large lecture,366,2,7.089
Large lecture,366,3,10.759
Large lecture,367,1,3.491
Large lecture,367,2,7.119
Large lecture,367,3,10.623
Large lecture,368,1,3.55
Large lecture,368,2,7.039
Large lecture,368,3,10.732
Large lecture,369,1,3.746
Large lecture,369,2,7.277
Large lecture,369,3,10.886
Large lecture,370,1,3.604
Large lecture,370,2,7.125
Large lecture,370,3,10.694
Large lecture,371,1,3.584
Large lecture,371,2,7.222
Large lecture,371,3,10.786
Large lecture,372,1,3.561
Large lecture,372,2,7.142
Large lecture,372,3,10.685
Large lecture,373,1,3.58
Large lecture,373,2,7.166
Large lecture,373,3,10.684
Large lecture,374,1,3.673
Large lecture,374,2,7.235
Large lecture,374,3,10.802
Large lecture,375,1,3.679
Large lecture,375,2,7.237
Large lecture,375,3,10.825
Large lecture,376,1,3.672
Large lecture,376,2,7.293
Large lecture,376,3,10.887
Large lecture,377,1,3.64
Large lecture,377,2,7.258
Large lecture,377,3,10.982
Large lecture,378,1,3.566
Large lecture,378,2,7.195
Large lecture,378,3,10.9
Large lecture,379,1,3.585
Large lecture,379,2,7.11
Large lecture,379,3,10.75
Large lecture,380,1,3.573
Large lecture,380,2,7.216
Large lecture,380,3,10.775
Large lecture,381,1,3.5
Large lecture,381,2,7.111
Large lecture,381,3,10.682
Large lecture,382,1,3.623
Large lecture,382,2,7.075
Large lecture,382,3,10.734
Large lecture,383,1,3.636
Large lecture,383,2,7.108
Large lecture,383,3,10.743
Large lecture,384,1,3.566
Large lecture,384,2,7.301
Large lecture,384,3,10.824
Large lecture,385,1,3.623
Large lecture,385,2,7.211
Large lecture,385,3,10.709
Large lecture,386,1,3.627
Large lecture,386,2,7.287
Large lecture,386,3,10.837
Large lecture,387,1,3.616
Large lecture,387,2,7.186
Large lecture,387,3,10.813
Large lecture,388,1,3.552
Large lecture,388,2,7.183
Large lecture,388,3,10.676
Large lecture,389,1,3.739
Large lecture,389,2,7.447
Large lecture,389,3,11.071
Large lecture,390,1,3.512
Large lecture,390,2,7.072
Large lecture,390,3,10.55
Large lecture,391,1,3.648
Large lecture,391,2,7.256
Large lecture,391,3,10.89
Large lecture,392,1,3.519
Large lecture,392,2,7.084
Large lecture,392,3,10.765
Large lecture,393,1,3.44
Large lecture,393,2,7.005
Large lecture,393,3,10.595
Large lecture,394,1,3.554
Large lecture,394,2,7.258
Large lecture,394,3,10.814
Large lecture,395,1,3.665
Large lecture,395,2,7.166
Large lecture,395,3,10.684
Large lecture,396,1,3.658
Large lecture,396,2,7.245
Large lecture,396,3,10.82
Large lecture,397,1,3.572
Large lecture,397,2,7.173
Large lecture,397,3,10.718
Large lecture,398,1,3.535
Large lecture,398,2,7.103
Large lecture,398,3,10.65
Large lecture,399,1,3.619
Large lecture,399,2,7.182
Large lecture,399,3,10.723
Large lecture,400,1,3.647
Large lecture,400,2,7.186
Large lecture,400,3,10.783
Large lecture,401,1,3.532
Large lecture,401,2,7.083
Large lecture,401,3,10.579
Large lecture,402,1,3.549
Large lecture,402,2,7.151
Large lecture,402,3,10.672
Large lecture,403,1,3.619
Large lecture,403,2,7.296
Large lecture,403,3,10.795
Large lecture,404,1,3.611
Large lecture,404,2,7.263
Large lecture,404,3,10.823
Large lecture,405,1,3.574
Large lecture,405,2,7.121
Large lecture,405,3,10.726
Large lecture,406,1,3.541
Large lecture,406,2,7.075
Large lecture,406,3,10.669
Large lecture,407,1,3.606
Large lecture,407,2,7.198
Large lecture,407,3,10.913
Large lecture,408,1,3.588
Large lecture,408,2,7.227
Large lecture,408,3,10.783
Large lecture,409,1,3.512
Large lecture,409,2,7.119
Large lecture,409,3,10.832
Large lecture,410,1,3.527
Large lecture,410,2,7.192
Large lecture,410,3,10.696
Large lecture,411,1,3.543
Large lecture,411,2,7.028
Large lecture,411,3,10.661
Large lecture,412,1,3.56
Large lecture,412,2,7.281
Large lecture,412,3,10.896
Large lecture,413,1,3.548
Large lecture,413,2,7.182
Large lecture,413,3,10.773
Large lecture,414,1,3.546
Large lecture,414,2,7.204
Large lecture,414,3,10.874
Large lecture,415,1,3.553
Large lecture,415,2,7.112
Large lecture,415,3,10.627
Large lecture,416,1,3.619
Large lecture,416,2,7.142
Large lecture,416,3,10.68
Large lecture,417,1,3.524
Large lecture,417,2,7.086
Large lecture,417,3,10.705
Large lecture,418,1,3.58
Large lecture,418,2,7.132
Large lecture,418,3,10.73
Large lecture,419,1,3.497
Large lecture,419,2,7.113
Large lecture,419,3,10.716
Large lecture,420,1,3.615
Large lecture,420,2,7.242
Large lecture,420,3,10.851
Large lecture,421,1,3.576
Large lecture,421,2,7.033
Large lecture,421,3,10.501
Large lecture,422,1,3.64
Large lecture,422,2,7.149
Large lecture,422,3,10.64
Large lecture,423,1,3.548
Large lecture,423,2,7.145
Large lecture,423,3,10.698
Large lecture,424,1,3.625
Large lecture,424,2,7.223
Large lecture,424,3,10.915
Large lecture,425,1,3.553
Large lecture,425,2,7.212
Large lecture,425,3,10.74
Large lecture,426,1,3.605
Large lecture,426,2,7.201
Large lecture,426,3,10.783
Large lecture,427,1,3.634
Large lecture,427,2,7.227
Large lecture,427,3,10.915
Large lecture,428,1,3.609
Large lecture,428,2,7.201
Large lecture,428,3,10.812
Large lecture,429,1,3.557
Large lecture,429,2,7.057
Large lecture,429,3,10.717
Large lecture,430,1,3.602
Large lecture,430,2,7.145
Large lecture,430,3,10.751
Large lecture,431,1,3.556
Large lecture,431,2,7.138
Large lecture,431,3,10.705
Large lecture,432,1,3.534
Large lecture,432,2,7.042
Large lecture,432,3,10.713
Large lecture,433,1,3.599
Large lecture,433,2,7.263
Large lecture,433,3,10.913
Large lecture,434,1,3.505
Large lecture,434,2,7.216
Large lecture,434,3,10.849
Large lecture,435,1,3.578
Large lecture,435,2,7.103
Large lecture,435,3,10.673
Large lecture,436,1,3.592
Large lecture,436,2,7.245
Large lecture,436,3,10.99
Large lecture,437,1,3.585
Large lecture,437,2,7.163
Large lecture,437,3,10.609
Large lecture,438,1,3.522
Large lecture,438,2,7.095
Large lecture,438,3,10.684
Large lecture,439,1,3.478
Large lecture,439,2,7.162
Large lecture,439,3,10.779
Large lecture,440,1,3.589
Large lecture,440,2,7.087
Large lecture,440,3,10.656
Large lecture,441,1,3.61
Large lecture,441,2,7.291
Large lecture,441,3,10.915
Large lecture,442,1,3.598
Large lecture,442,2,7.316
Large lecture,442,3,10.918
Large lecture,443,1,3.549
Large lecture,443,2,7.252
Large lecture,443,3,10.81
Large lecture,444,1,3.539
Large lecture,444,2,7.177
Large lecture,444,3,10.683
Large lecture,445,1,3.613
Large lecture,445,2,7.254
Large lecture,445,3,10.935
Large lecture,446,1,3.572
Large lecture,446,2,7.125
Large lecture,446,3,10.69
Large lecture,447,1,3.536
Large lecture,447,2,7.201
Large lecture,447,3,10.814
Large lecture,448,1,3.608
Large lecture,448,2,7.266
Large lecture,448,3,10.885
Large lecture,449,1,3.615
Large lecture,449,2,7.177
Large lecture,449,3,10.757
Large lecture,450,1,3.647
Large lecture,450,2,7.301
Large lecture,450,3,10.919
Large lecture,451,1,3.542
Large lecture,451,2,7.102
Large lecture,451,3,10.808
Large lecture,452,1,3.576
Large lecture,452,2,7.181
Large lecture,452,3,10.735
Large lecture,453,1,3.649
Large lecture,453,2,7.232
Large lecture,453,3,10.838
Large lecture,454,1,3.501
Large lecture,454,2,7.127
Large lecture,454,3,10.789
Large lecture,455,1,3.507
Large lecture,455,2,7.165
Large lecture,455,3,10.792
Large lecture,456,1,3.704
Large lecture,456,2,7.363
Large lecture,456,3,10.883
Large lecture,457,1,3.667
Large lecture,457,2,7.273
Large lecture,457,3,10.871
Large lecture,458,1,3.645
Large lecture,458,2,7.288
Large lecture,458,3,10.933
Large lecture,459,1,3.683
Large lecture,459,2,7.356
Large lecture,459,3,10.978
Large lecture,460,1,3.645
Large lecture,460,2,7.114
Large lecture,460,3,10.726
Large lecture,461,1,3.631
Large lecture,461,2,7.256
Large lecture,461,3,10.872
Large lecture,462,1,3.697
Large lecture,462,2,7.352
Large lecture,462,3,10.994
Large lecture,463,1,3.587
Large lecture,463,2,7.182
Large lecture,463,3,10.832
Large lecture,464,1,3.501
Large lecture,464,2,7.087
Large lecture,464,3,10.635
Large lecture,465,1,3.552
Large lecture,465,2,7.106
Large lecture,465,3,10.719
Large lecture,466,1,3.662
Large lecture,466,2,7.267
Large lecture,466,3,10.877
Large lecture,467,1,3.577
Large lecture,467,2,7.205
Large lecture,467,3,10.747
Large lecture,468,1,3.668
Large lecture,468,2,7.279
Large lecture,468,3,10.897
Large lecture,469,1,3.584
Large lecture,469,2,7.259
Large lecture,469,3,10.837
Large lecture,470,1,3.542
Large lecture,470,2,7.148
Large lecture,470,3,10.786
Large lecture,471,1,3.571
Large lecture,471,2,7.178
Large lecture,471,3,10.681
Large lecture,472,1,3.476
Large lecture,472,2,7.08
Large lecture,472,3,10.766
Large lecture,473,1,3.636
Large lecture,473,2,7.222
Large lecture,473,3,10.825
Large lecture,474,1,3.552
Large lecture,474,2,7.131
Large lecture,474,3,10.738
Large lecture,475,1,3.611
Large lecture,475,2,7.187
Large lecture,475,3,10.764
Large lecture,476,1,3.626
Large lecture,476,2,7.217
Large lecture,476,3,10.769
Large lecture,477,1,3.586
Large lecture,477,2,7.1
Large lecture,477,3,10.794
Large lecture,478,1,3.691
Large lecture,478,2,7.313
Large lecture,478,3,10.918
Large lecture,479,1,3.548
Large lecture,479,2,7.149
Large lecture,479,3,10.738
Large lecture,480,1,3.569
Large lecture,480,2,7.101
Large lecture,480,3,10.656
Large lecture,481,1,3.705
Large lecture,481,2,7.204
Large lecture,481,3,10.727
Large lecture,482,1,3.526
Large lecture,482,2,7.124
Large lecture,482,3,10.708
Large lecture,483,1,3.649
Large lecture,483,2,7.247
Large lecture,483,3,10.859
Large lecture,484,1,3.557
Large lecture,484,2,7.13
Large lecture,484,3,10.732
Large lecture,485,1,3.624
Large lecture,485,2,7.157
Large lecture,485,3,10.729
Large lecture,486,1,3.509
Large lecture,486,2,7.227
Large lecture,486,3,10.778
Large lecture,487,1,3.621
Large lecture,487,2,7.121
Large lecture,487,3,10.728
Large lecture,488,1,3.526
Large lecture,488,2,7.166
Large lecture,488,3,10.723
Large lecture,489,1,3.583
Large lecture,489,2,7.163
Large lecture,489,3,10.856
Large lecture,490,1,3.583
Large lecture,490,2,7.289
Large lecture,490,3,10.855
Large lecture,491,1,3.532
Large lecture,491,2,7.312
Large lecture,491,3,10.837
Large lecture,492,1,3.584
Large lecture,492,2,7.215
Large lecture,492,3,10.873
Large lecture,493,1,3.615
Large lecture,493,2,7.228
Large lecture,493,3,10.791
Large lecture,494,1,3.695
Large lecture,494,2,7.38
Large lecture,494,3,10.976
Large lecture,495,1,3.545
Large lecture,495,2,7.168
Large lecture,495,3,10.72
Large lecture,496,1,3.619
Large lecture,496,2,7.137
Large lecture,496,3,10.758
Large lecture,497,1,3.657
Large lecture,497,2,7.169
Large lecture,497,3,10.649
Large lecture,498,1,3.518
Large lecture,498,2,7.107
Large lecture,498,3,10.658
Large lecture,499,1,3.543
Large lecture,499,2,7.111
Large lecture,499,3,10.745
Open MOOC,0,1,5.412
Open MOOC,0,2,10.889
Open MOOC,0,3,16.234
Open MOOC,1,1,5.507
Open MOOC,1,2,10.92
Open MOOC,1,3,16.183
Open MOOC,2,1,5.385
Open MOOC,2,2,10.933
Open MOOC,2,3,16.241
Open MOOC,3,1,5.347
Open MOOC,3,2,10.701
Open MOOC,3,3,16.21
Open MOOC,4,1,5.345
Open MOOC,4,2,10.734
Open MOOC,4,3,16.184
Open MOOC,5,1,5.448
Open MOOC,5,2,10.886
Open MOOC,5,3,16.331
Open MOOC,6,1,5.427
Open MOOC,6,2,10.862
Open MOOC,6,3,16.327
Open MOOC,7,1,5.492
Open MOOC,7,2,10.83
Open MOOC,7,3,16.267
Open MOOC,8,1,5.5
Open MOOC,8,2,10.906
Open MOOC,8,3,16.192
Open MOOC,9,1,5.374
Open MOOC,9,2,10.793
Open MOOC,9,3,16.286
Open MOOC,10,1,5.432
Open MOOC,10,2,10.919
Open MOOC,10,3,16.465
Open MOOC,11,1,5.326
Open MOOC,11,2,10.717
Open MOOC,11,3,16.115
Open MOOC,12,1,5.404
Open MOOC,12,2,10.897
Open MOOC,12,3,16.243
Open MOOC,13,1,5.417
Open MOOC,13,2,10.857
Open MOOC,13,3,16.27
Open MOOC,14,1,5.399
Open MOOC,14,2,10.962
Open MOOC,14,3,16.319
Open MOOC,15,1,5.394
Open MOOC,15,2,10.832
Open MOOC,15,3,16.152
Open MOOC,16,1,5.371
Open MOOC,16,2,10.748
Open MOOC,16,3,16.181
Open MOOC,17,1,5.321
Open MOOC,17,2,10.913
Open MOOC,17,3,16.306
Open MOOC,18,1,5.415
Open MOOC,18,2,10.869
Open MOOC,18,3,16.334
Open MOOC,19,1,5.439
Open MOOC,19,2,10.777
Open MOOC,19,3,16.317
Open MOOC,20,1,5.342
Open MOOC,20,2,10.765
Open MOOC,20,3,16.144
Open MOOC,21,1,5.229
Open MOOC,21,2,10.711
Open MOOC,21,3,16.239
Open MOOC,22,1,5.539
Open MOOC,22,2,10.906
Open MOOC,22,3,16.286
Open MOOC,23,1,5.327
Open MOOC,23,2,10.763
Open MOOC,23,3,16.151
Open MOOC,24,1,5.462
Open MOOC,24,2,10.804
Open MOOC,24,3,16.254
Open MOOC,25,1,5.315
Open MOOC,25,2,10.701
Open MOOC,25,3,16.021
Open MOOC,26,1,5.476
Open MOOC,26,2,10.71
Open MOOC,26,3,16.214
Open MOOC,27,1,5.473
Open MOOC,27,2,10.968
Open MOOC,27,3,16.436
Open MOOC,28,1,5.265
Open MOOC,28,2,10.678
Open MOOC,28,3,16.113
Open MOOC,29,1,5.316
Open MOOC,29,2,10.728
Open MOOC,29,3,16.231
Open MOOC,30,1,5.342
Open MOOC,30,2,10.768
Open MOOC,30,3,16.09
Open MOOC,31,1,5.363
Open MOOC,31,2,10.886
Open MOOC,31,3,16.382
Open MOOC,32,1,5.38
Open MOOC,32,2,10.934
Open MOOC,32,3,16.312
Open MOOC,33,1,5.41
Open MOOC,33,2,10.794
Open MOOC,33,3,16.357
Open MOOC,34,1,5.459
Open MOOC,34,2,11.054
Open MOOC,34,3,16.558
Open MOOC,35,1,5.459
Open MOOC,35,2,10.925
Open MOOC,35,3,16.495
Open MOOC,36,1,5.385
Open MOOC,36,2,10.818
Open MOOC,36,3,16.267
Open MOOC,37,1,5.227
Open MOOC,37,2,10.664
Open MOOC,37,3,16.163
Open MOOC,38,1,5.536
Open MOOC,38,2,10.906
Open MOOC,38,3,16.335
Open MOOC,39,1,5.509
Open MOOC,39,2,11.034
Open MOOC,39,3,16.485
Open MOOC,40,1,5.482
Open MOOC,40,2,10.93
Open MOOC,40,3,16.459
Open MOOC,41,1,5.554
Open MOOC,41,2,11.022
Open MOOC,41,3,16.453
Open MOOC,42,1,5.363
Open MOOC,42,2,10.907
Open MOOC,42,3,16.378
Open MOOC,43,1,5.315
Open MOOC,43,2,10.728
Open MOOC,43,3,16.177
Open MOOC,44,1,5.377
Open MOOC,44,2,10.885
Open MOOC,44,3,16.28
Open MOOC,45,1,5.393
Open MOOC,45,2,10.826
Open MOOC,45,3,16.326
Open MOOC,46,1,5.33
Open MOOC,46,2,10.801
Open MOOC,46,3,16.218
Open MOOC,47,1,5.423
Open MOOC,47,2,10.716
Open MOOC,47,3,16.143
Open MOOC,48,1,5.443
Open MOOC,48,2,10.814
Open MOOC,48,3,16.16
Open MOOC,49,1,5.468
Open MOOC,49,2,10.846
Open MOOC,49,3,16.128
Open MOOC,50,1,5.442
Open MOOC,50,2,10.818
Open MOOC,50,3,16.267
Open MOOC,51,1,5.533
Open MOOC,51,2,11.002
Open MOOC,51,3,16.51
Open MOOC,52,1,5.603
Open MOOC,52,2,10.901
Open MOOC,52,3,16.36
Open MOOC,53,1,5.393
Open MOOC,53,2,10.942
Open MOOC,53,3,16.398
Open MOOC,54,1,5.515
Open MOOC,54,2,10.99
Open MOOC,54,3,16.419
Open MOOC,55,1,5.465
Open MOOC,55,2,11.025
Open MOOC,55,3,16.463
Open MOOC,56,1,5.546
Open MOOC,56,2,10.94
Open MOOC,56,3,16.31
Open MOOC,57,1,5.474
Open MOOC,57,2,10.888
Open MOOC,57,3,16.298
Open MOOC,58,1,5.475
Open MOOC,58,2,10.989
Open MOOC,58,3,16.519
Open MOOC,59,1,5.43
Open MOOC,59,2,10.846
Open MOOC,59,3,16.232
Open MOOC,60,1,5.299
Open MOOC,60,2,10.816
Open MOOC,60,3,16.233
Open MOOC,61,1,5.455
Open MOOC,61,2,10.92
Open MOOC,61,3,16.351
Open MOOC,62,1,5.454
Open MOOC,62,2,10.804
Open MOOC,62,3,16.132
Open MOOC,63,1,5.41
Open MOOC,63,2,10.929
Open MOOC,63,3,16.439
Open MOOC,64,1,5.386
Open MOOC,64,2,10.83
Open MOOC,64,3,16.294
Open MOOC,65,1,5.288
Open MOOC,65,2,10.857
Open MOOC,65,3,16.336
Open MOOC,66,1,5.37
Open MOOC,66,2,10.767
Open MOOC,66,3,16.339
Open MOOC,67,1,5.477
Open MOOC,67,2,10.942
Open MOOC,67,3,16.358
Open MOOC,68,1,5.554
Open MOOC,68,2,11.006
Open MOOC,68,3,16.421
Open MOOC,69,1,5.423
Open MOOC,69,2,10.877
Open MOOC,69,3,16.306
Open MOOC,70,1,5.416
Open MOOC,70,2,10.857
Open MOOC,70,3,16.189
Open MOOC,71,1,5.401
Open MOOC,71,2,10.845
Open MOOC,71,3,16.207
Open MOOC,72,1,5.359
Open MOOC,72,2,10.722
Open MOOC,72,3,16.137
Open MOOC,73,1,5.403
Open MOOC,73,2,10.895
Open MOOC,73,3,16.306
Open MOOC,74,1,5.549
Open MOOC,74,2,10.999
Open MOOC,74,3,16.307
Open MOOC,75,1,5.417
Open MOOC,75,2,10.978
Open MOOC,75,3,16.408
Open MOOC,76,1,5.384
Open MOOC,76,2,10.793
Open MOOC,76,3,16.242
Open MOOC,77,1,5.516
Open MOOC,77,2,10.99
Open MOOC,77,3,16.412
Open MOOC,78,1,5.546
Open MOOC,78,2,10.985
Open MOOC,78,3,16.461
Open MOOC,79,1,5.383
Open MOOC,79,2,10.888
Open MOOC,79,3,16.425
Open MOOC,80,1,5.415
Open MOOC,80,2,10.677
Open MOOC,80,3,16.077
Open MOOC,81,1,5.289
Open MOOC,81,2,10.743
Open MOOC,81,3,16.144
Open MOOC,82,1,5.259
Open MOOC,82,2,10.569
Open MOOC,82,3,16.074
Open MOOC,83,1,5.558
Open MOOC,83,2,10.981
Open MOOC,83,3,16.483
Open MOOC,84,1,5.441
Open MOOC,84,2,10.921
Open MOOC,84,3,16.412
Open MOOC,85,1,5.59
Open MOOC,85,2,11.072
Open MOOC,85,3,16.569
Open MOOC,86,1,5.467
Open MOOC,86,2,10.877
Open MOOC,86,3,16.325
Open MOOC,87,1,5.337
Open MOOC,87,2,10.784
Open MOOC,87,3,16.113
Open MOOC,88,1,5.459
Open MOOC,88,2,10.948
Open MOOC,88,3,16.557
Open MOOC,89,1,5.417
Open MOOC,89,2,10.857
Open MOOC,89,3,16.324
Open MOOC,90,1,5.569
Open MOOC,90,2,11.097
Open MOOC,90,3,16.473
Open MOOC,91,1,5.392
Open MOOC,91,2,10.694
Open MOOC,91,3,16.133
Open MOOC,92,1,5.424
Open MOOC,92,2,10.855
Open MOOC,92,3,16.159
Open MOOC,93,1,5.395
Open MOOC,93,2,10.844
Open MOOC,93,3,16.303
Open MOOC,94,1,5.43
Open MOOC,94,2,10.851
Open MOOC,94,3,16.319
Open MOOC,95,1,5.409
Open MOOC,95,2,10.982
Open MOOC,95,3,16.434
Open MOOC,96,1,5.427
Open MOOC,96,2,10.86
Open MOOC,96,3,16.289
Open MOOC,97,1,5.551
Open MOOC,97,2,11.014
Open MOOC,97,3,16.497
Open MOOC,98,1,5.47
Open MOOC,98,2,11.006
Open MOOC,98,3,16.354
Open MOOC,99,1,5.402
Open MOOC,99,2,10.886
Open MOOC,99,3,16.415
Open MOOC,100,1,5.435
Open MOOC,100,2,10.831
Open MOOC,100,3,16.112
Open MOOC,101,1,5.477
Open MOOC,101,2,10.903
Open MOOC,101,3,16.314
Open MOOC,102,1,5.462
Open MOOC,102,2,10.821
Open MOOC,102,3,16.278
Open MOOC,103,1,5.464
Open MOOC,103,2,10.898
Open MOOC,103,3,16.317
Open MOOC,104,1,5.587
Open MOOC,104,2,10.888
Open MOOC,104,3,16.267
Open MOOC,105,1,5.293
Open MOOC,105,2,10.785
Open MOOC,105,3,16.218
Open MOOC,106,1,5.391
Open MOOC,106,2,10.833
Open MOOC,106,3,16.343
Open MOOC,107,1,5.482
Open MOOC,107,2,10.891
Open MOOC,107,3,16.381
Open MOOC,108,1,5.554
Open MOOC,108,2,11.16
Open MOOC,108,3,16.652
Open MOOC,109,1,5.371
Open MOOC,109,2,10.78
Open MOOC,109,3,16.222
Open MOOC,110,1,5.459
Open MOOC,110,2,10.9
Open MOOC,110,3,16.47
Open MOOC,111,1,5.384
Open MOOC,111,2,10.867
Open MOOC,111,3,16.266
Open MOOC,112,1,5.519
Open MOOC,112,2,10.992
Open MOOC,112,3,16.458
Open MOOC,113,1,5.447
Open MOOC,113,2,10.818
Open MOOC,113,3,16.333
Open MOOC,114,1,5.428
Open MOOC,114,2,10.959
Open MOOC,114,3,16.345
Open MOOC,115,1,5.535
Open MOOC,115,2,10.932
Open MOOC,115,3,16.406
Open MOOC,116,1,5.464
Open MOOC,116,2,10.886
Open MOOC,116,3,16.296
Open MOOC,117,1,5.288
Open MOOC,117,2,10.716
Open MOOC,117,3,16.048
Open MOOC,118,1,5.385
Open MOOC,118,2,10.916
Open MOOC,118,3,16.351
Open MOOC,119,1,5.384
Open MOOC,119,2,10.701
Open MOOC,119,3,16.108
Open MOOC,120,1,5.483
Open MOOC,120,2,10.933
Open MOOC,120,3,16.41
Open MOOC,121,1,5.514
Open MOOC,121,2,11.005
Open MOOC,121,3,16.302
Open MOOC,122,1,5.398
Open MOOC,122,2,10.776
Open MOOC,122,3,16.221
Open MOOC,123,1,5.429
Open MOOC,123,2,10.707
Open MOOC,123,3,16.139
Open MOOC,124,1,5.406
Open MOOC,124,2,10.754
Open MOOC,124,3,16.104
Open MOOC,125,1,5.448
Open MOOC,125,2,10.846
Open MOOC,125,3,16.122
Open MOOC,126,1,5.488
Open MOOC,126,2,10.906
Open MOOC,126,3,16.388
Open MOOC,127,1,5.498
Open MOOC,127,2,10.988
Open MOOC,127,3,16.544
Open MOOC,128,1,5.408
Open MOOC,128,2,10.852
Open MOOC,128,3,16.226
Open MOOC,129,1,5.421
Open MOOC,129,2,10.859
Open MOOC,129,3,16.385
Open MOOC,130,1,5.531
Open MOOC,130,2,11.003
Open MOOC,130,3,16.525
Open MOOC,131,1,5.566
Open MOOC,131,2,10.935
Open MOOC,131,3,16.26
Open MOOC,132,1,5.424
Open MOOC,132,2,10.831
Open MOOC,132,3,16.367
Open MOOC,133,1,5.482
Open MOOC,133,2,10.8
Open MOOC,133,3,16.148
Open MOOC,134,1,5.489
Open MOOC,134,2,10.838
Open MOOC,134,3,16.513
Open MOOC,135,1,5.387
Open MOOC,135,2,10.786
Open MOOC,135,3,16.24
Open MOOC,136,1,5.467
Open MOOC,136,2,10.818
Open MOOC,136,3,16.308
Open MOOC,137,1,5.36
Open MOOC,137,2,10.693
Open MOOC,137,3,16.083
Open MOOC,138,1,5.369
Open MOOC,138,2,10.717
Open MOOC,138,3,16.194
Open MOOC,139,1,5.388
Open MOOC,139,2,10.869
Open MOOC,139,3,16.359
Open MOOC,140,1,5.407
Open MOOC,140,2,10.677
Open MOOC,140,3,16.123
Open MOOC,141,1,5.623
Open MOOC,141,2,10.963
Open MOOC,141,3,16.505
Open MOOC,142,1,5.404
Open MOOC,142,2,10.882
Open MOOC,142,3,16.239
Open MOOC,143,1,5.533
Open MOOC,143,2,10.918
Open MOOC,143,3,16.41
Open MOOC,144,1,5.366
Open MOOC,144,2,10.756
Open MOOC,144,3,16.198
Open MOOC,145,1,5.431
Open MOOC,145,2,10.769
Open MOOC,145,3,16.232
Open MOOC,146,1,5.444
Open MOOC,146,2,10.903
Open MOOC,146,3,16.204
Open MOOC,147,1,5.394
Open MOOC,147,2,10.814
Open MOOC,147,3,16.247
Open MOOC,148,1,5.394
Open MOOC,148,2,10.899
Open MOOC,148,3,16.357
Open MOOC,149,1,5.426
Open MOOC,149,2,10.87
Open MOOC,149,3,16.275
Open MOOC,150,1,5.463
Open MOOC,150,2,10.904
Open MOOC,150,3,16.381
Open MOOC,151,1,5.457
